# Wii Play RHAP01 rev 1: the AI tick 0x8026BB3C run by scratch/oracle on a Dolphin dump.
# One line per frame. Vectors are the XZ plane of A+0x8C (turret) before the tick, A+0x80
# (aim, as the slew read it) and A+0x8C after the tick. s = A+0x20, the slew tangent (record field 38).
# frame s turret_x turret_z aim_x aim_z next_x next_z
50 0.00999999978 0.00915013999 -0.999958098 -0.777823091 -0.628483236 -0.00084939826 -0.999999583
51 0.00999999978 -0.00084939826 -0.999999583 -0.777823091 -0.628483236 -0.0108488509 -0.999941051
52 0.00999999978 -0.0108488509 -0.999941051 -0.777823091 -0.628483236 -0.0208472181 -0.999782562
53 0.00999999978 -0.0208472181 -0.999782562 -0.777823091 -0.628483236 -0.0308435056 -0.999524176
54 0.00999999978 -0.0308435056 -0.999524176 -0.777823091 -0.628483236 -0.0408367068 -0.999165773
55 0.00999999978 -0.0408367068 -0.999165773 -0.777823091 -0.628483236 -0.0508258231 -0.998707473
56 0.00999999978 -0.0508258231 -0.998707473 -0.777823091 -0.628483236 -0.0608098581 -0.998149335
57 0.00999999978 -0.0608098581 -0.998149335 -0.777823091 -0.628483236 -0.0707878098 -0.99749136
58 0.00999999978 -0.0707878098 -0.99749136 -0.777823091 -0.628483236 -0.0807586834 -0.996733665
59 0.00999999978 -0.0807586834 -0.996733665 -0.777823091 -0.628483236 -0.0907214805 -0.995876253
60 0.00999999978 -0.0907214805 -0.995876253 -0.777823091 -0.628483236 -0.100675203 -0.99491924
61 0.00999999978 -0.100675203 -0.99491924 -0.777823091 -0.628483236 -0.11061886 -0.993862808
62 0.00999999978 -0.11061886 -0.993862808 -0.777823091 -0.628483236 -0.120551459 -0.992706954
63 0.00999999978 -0.120551459 -0.992706954 -0.777823091 -0.628483236 -0.130472004 -0.991451859
64 0.00999999978 -0.130472004 -0.991451859 -0.777823091 -0.628483236 -0.140379518 -0.990097702
65 0.00999999978 -0.140379518 -0.990097702 -0.777823091 -0.628483236 -0.15027298 -0.988644421
66 0.00999999978 -0.15027298 -0.988644421 -0.777823091 -0.628483236 -0.160151437 -0.987092435
67 0.00999999978 -0.160151437 -0.987092435 -0.777823091 -0.628483236 -0.17001386 -0.985441625
68 0.00999999978 -0.17001386 -0.985441625 -0.777823091 -0.628483236 -0.179859281 -0.983692288
69 0.00999999978 -0.179859281 -0.983692288 -0.777823091 -0.628483236 -0.189686716 -0.981844604
70 0.00999999978 -0.189686716 -0.981844604 -0.777823091 -0.628483236 -0.199495181 -0.979898751
71 0.00999999978 -0.199495181 -0.979898751 -0.777823091 -0.628483236 -0.20928371 -0.977854908
72 0.00999999978 -0.20928371 -0.977854908 -0.777823091 -0.628483236 -0.219051301 -0.975713253
73 0.00999999978 -0.219051301 -0.975713253 -0.777823091 -0.628483236 -0.228796989 -0.973474026
74 0.00999999978 -0.228796989 -0.973474026 -0.777823091 -0.628483236 -0.238519818 -0.971137583
75 0.00999999978 -0.238519818 -0.971137583 -0.777823091 -0.628483236 -0.248218775 -0.968703926
76 0.00999999978 -0.248218775 -0.968703926 -0.777823091 -0.628483236 -0.257892907 -0.96617341
77 0.00999999978 -0.257892907 -0.96617341 -0.777823091 -0.628483236 -0.26754126 -0.963546336
78 0.00999999978 -0.26754126 -0.963546336 -0.777823091 -0.628483236 -0.27716285 -0.96082288
79 0.00999999978 -0.27716285 -0.96082288 -0.777823091 -0.628483236 -0.286756754 -0.958003342
80 0.00999999978 -0.286756754 -0.958003342 -0.777823091 -0.628483236 -0.296321988 -0.955088019
81 0.00999999978 -0.296321988 -0.955088019 -0.777823091 -0.628483236 -0.305857569 -0.95207715
82 0.00999999978 -0.305857569 -0.95207715 -0.777823091 -0.628483236 -0.315362573 -0.948971152
83 0.00999999978 -0.315362573 -0.948971152 -0.777823091 -0.628483236 -0.324836075 -0.945770323
84 0.00999999978 -0.324836075 -0.945770323 -0.777823091 -0.628483236 -0.334277034 -0.942474723
85 0.00999999978 -0.334277034 -0.942474723 -0.777823091 -0.628483236 -0.343684584 -0.939085007
86 0.00999999978 -0.343684584 -0.939085007 -0.777823091 -0.628483236 -0.353057832 -0.935601473
87 0.00999999978 -0.353057832 -0.935601473 -0.777823091 -0.628483236 -0.362395704 -0.9320243
88 0.00999999978 -0.362395704 -0.9320243 0.697039545 -0.717032671 -0.353057802 -0.935601473
89 0.00999999978 -0.353057802 -0.935601473 0.697039545 -0.717032671 -0.343684584 -0.939085066
90 0.00999999978 -0.343684584 -0.939085066 0.697039545 -0.717032671 -0.334277004 -0.942474782
91 0.00999999978 -0.334277004 -0.942474782 0.697039545 -0.717032671 -0.324836046 -0.945770323
92 0.00999999978 -0.324836046 -0.945770323 0.697039545 -0.717032671 -0.315362573 -0.948971212
93 0.00999999978 -0.315362573 -0.948971212 0.697039545 -0.717032671 -0.305857569 -0.95207721
94 0.00999999978 -0.305857569 -0.95207721 0.697039545 -0.717032671 -0.296321988 -0.955088019
95 0.00999999978 -0.296321988 -0.955088019 0.697039545 -0.717032671 -0.286756784 -0.958003342
96 0.00999999978 -0.286756784 -0.958003342 0.697039545 -0.717032671 -0.27716288 -0.96082288
97 0.00999999978 -0.27716288 -0.96082288 0.697039545 -0.717032671 -0.26754126 -0.963546336
98 0.00999999978 -0.26754126 -0.963546336 0.697039545 -0.717032671 -0.257892907 -0.96617341
99 0.00999999978 -0.257892907 -0.96617341 0.697039545 -0.717032671 -0.24821876 -0.968703866
100 0.00999999978 -0.24821876 -0.968703866 0.697039545 -0.717032671 -0.238519818 -0.971137583
101 0.00999999978 -0.238519818 -0.971137583 0.697039545 -0.717032671 -0.228797004 -0.973474085
102 0.00999999978 -0.228797004 -0.973474085 0.697039545 -0.717032671 -0.219051316 -0.975713253
103 0.00999999978 -0.219051316 -0.975713253 0.697039545 -0.717032671 -0.209283724 -0.977854908
104 0.00999999978 -0.209283724 -0.977854908 0.697039545 -0.717032671 -0.199495196 -0.979898751
105 0.00999999978 -0.199495196 -0.979898751 0.697039545 -0.717032671 -0.189686716 -0.981844604
106 0.00999999978 -0.189686716 -0.981844604 0.697039545 -0.717032671 -0.179859266 -0.983692288
107 0.00999999978 -0.179859266 -0.983692288 0.697039545 -0.717032671 -0.17001383 -0.985441566
108 0.00999999978 -0.17001383 -0.985441566 0.697039545 -0.717032671 -0.160151407 -0.987092376
109 0.00999999978 -0.160151407 -0.987092376 0.697039545 -0.717032671 -0.15027298 -0.988644421
110 0.00999999978 -0.15027298 -0.988644421 0.697039545 -0.717032671 -0.140379518 -0.990097642
111 0.00999999978 -0.140379518 -0.990097642 0.697039545 -0.717032671 -0.130472019 -0.991451859
112 0.00999999978 -0.130472019 -0.991451859 0.697039545 -0.717032671 -0.120551474 -0.992706954
113 0.00999999978 -0.120551474 -0.992706954 0.697039545 -0.717032671 -0.110618882 -0.993862867
114 0.00999999978 -0.110618882 -0.993862867 0.697039545 -0.717032671 -0.100675225 -0.9949193
115 0.00999999978 -0.100675225 -0.9949193 0.697039545 -0.717032671 -0.0907214954 -0.995876193
116 0.00999999978 -0.0907214954 -0.995876193 0.697039545 -0.717032671 -0.0807586983 -0.996733606
117 0.00999999978 -0.0807586983 -0.996733606 0.697039545 -0.717032671 -0.0707878247 -0.9974913
118 0.00999999978 -0.0707878247 -0.9974913 0.697039545 -0.717032671 -0.060809873 -0.998149276
119 0.00999999978 -0.060809873 -0.998149276 0.697039545 -0.717032671 -0.050825838 -0.998707414
120 0.00999999978 -0.050825838 -0.998707414 0.697039545 -0.717032671 -0.0408367217 -0.999165714
121 0.00999999978 -0.0408367217 -0.999165714 0.697039545 -0.717032671 -0.0308435261 -0.999524176
122 0.00999999978 -0.0308435261 -0.999524176 0.697039545 -0.717032671 -0.0208472423 -0.999782622
123 0.00999999978 -0.0208472423 -0.999782622 0.697039545 -0.717032671 -0.0108488733 -0.999941111
124 0.00999999978 -0.0108488733 -0.999941111 0.697039545 -0.717032671 -0.000849419914 -0.999999583
125 0.00999999978 -0.000849419914 -0.999999583 0.697039545 -0.717032671 0.00915011857 -0.999958098
126 0.00999999978 0.00915011857 -0.999958098 0.697039545 -0.717032671 0.0191487428 -0.999816597
127 0.00999999978 0.0191487428 -0.999816597 0.697039545 -0.717032671 0.0291454494 -0.999575078
128 0.00999999978 0.0291454494 -0.999575078 0.697039545 -0.717032671 0.0391392447 -0.999233663
129 0.00999999978 0.0391392447 -0.999233663 0.697039545 -0.717032671 0.049129121 -0.99879235
130 0.00999999978 0.049129121 -0.99879235 0.697039545 -0.717032671 0.0591140874 -0.99825114
131 0.00999999978 0.0591140874 -0.99825114 0.697039545 -0.717032671 0.069093138 -0.997610092
132 0.00999999978 0.069093138 -0.997610092 0.697039545 -0.717032671 0.0790652856 -0.996869326
133 0.00999999978 0.0790652856 -0.996869326 0.697039545 -0.717032671 0.0890295282 -0.99602896
134 0.00999999978 0.0890295282 -0.99602896 0.697039545 -0.717032671 0.0989848673 -0.995088875
135 0.00999999978 0.0989848673 -0.995088875 0.697039545 -0.717032671 0.108930312 -0.994049311
136 0.00999999978 0.108930312 -0.994049311 0.697039545 -0.717032671 0.118864857 -0.992910385
137 0.00999999978 0.118864857 -0.992910385 0.697039545 -0.717032671 0.128787518 -0.991672158
138 0.00999999978 0.128787518 -0.991672158 0.697039545 -0.717032671 0.138697311 -0.990334749
139 0.00999999978 0.138697311 -0.990334749 0.697039545 -0.717032671 0.148593217 -0.988898277
140 0.00999999978 0.148593217 -0.988898277 0.697039545 -0.717032671 0.158474267 -0.987362981
141 0.00999999978 0.158474267 -0.987362981 0.697039545 -0.717032671 0.168339491 -0.985729039
142 0.00999999978 0.168339491 -0.985729039 0.697039545 -0.717032671 0.178187877 -0.983996391
143 0.00999999978 0.178187877 -0.983996391 0.697039545 -0.717032671 0.188018441 -0.982165396
144 0.00999999978 0.188018441 -0.982165396 0.697039545 -0.717032671 0.1978302 -0.980236232
145 0.00999999978 0.1978302 -0.980236232 0.697039545 -0.717032671 0.20762217 -0.978209019
146 0.00999999978 0.20762217 -0.978209019 0.697039545 -0.717032671 0.217393383 -0.976083994
147 0.00999999978 0.217393383 -0.976083994 0.697039545 -0.717032671 0.22714287 -0.973861337
148 0.00999999978 0.22714287 -0.973861337 -0.892681837 0.450687319 0.217393413 -0.976084054
149 0.00999999978 0.217393413 -0.976084054 -0.892681837 0.450687319 0.20762217 -0.978208959
150 0.00999999978 0.20762217 -0.978208959 -0.892681837 0.450687319 0.1978302 -0.980236232
151 0.00999999978 0.1978302 -0.980236232 -0.892681837 0.450687319 0.188018441 -0.982165396
152 0.00999999978 0.188018441 -0.982165396 -0.892681837 0.450687319 0.178187892 -0.983996451
153 0.00999999978 0.178187892 -0.983996451 -0.892681837 0.450687319 0.168339506 -0.985729039
154 0.00999999978 0.168339506 -0.985729039 -0.892681837 0.450687319 0.158474267 -0.987362981
155 0.00999999978 0.158474267 -0.987362981 -0.892681837 0.450687319 0.148593202 -0.988898277
156 0.00999999978 0.148593202 -0.988898277 -0.892681837 0.450687319 0.138697296 -0.99033469
157 0.00999999978 0.138697296 -0.99033469 -0.892681837 0.450687319 0.128787518 -0.991672099
158 0.00999999978 0.128787518 -0.991672099 -0.892681837 0.450687319 0.118864849 -0.992910326
159 0.00999999978 0.118864849 -0.992910326 -0.892681837 0.450687319 0.108930312 -0.99404937
160 0.00999999978 0.108930312 -0.99404937 -0.892681837 0.450687319 0.0989848748 -0.995088875
161 0.00999999978 0.0989848748 -0.995088875 -0.892681837 0.450687319 0.0890295282 -0.9960289
162 0.00999999978 0.0890295282 -0.9960289 -0.892681837 0.450687319 0.0790652856 -0.996869385
163 0.00999999978 0.0790652856 -0.996869385 -0.892681837 0.450687319 0.069093138 -0.997610152
164 0.00999999978 0.069093138 -0.997610152 -0.892681837 0.450687319 0.0591140799 -0.99825114
165 0.00999999978 0.0591140799 -0.99825114 -0.892681837 0.450687319 0.0491291098 -0.99879235
166 0.00999999978 0.0491291098 -0.99879235 -0.892681837 0.450687319 0.0391392298 -0.999233663
167 0.00999999978 0.0391392298 -0.999233663 -0.892681837 0.450687319 0.0291454382 -0.999575138
168 0.00999999978 0.0291454382 -0.999575138 -0.892681837 0.450687319 0.0191487297 -0.999816597
169 0.00999999978 0.0191487297 -0.999816597 -0.892681837 0.450687319 0.00915010646 -0.999958098
170 0.00999999978 0.00915010646 -0.999958098 -0.892681837 0.450687319 -0.000849431788 -0.999999583
171 0.00999999978 -0.000849431788 -0.999999583 -0.892681837 0.450687319 -0.0108488845 -0.999941051
172 0.00999999978 -0.0108488845 -0.999941051 -0.892681837 0.450687319 -0.0208472516 -0.999782562
173 0.00999999978 -0.0208472516 -0.999782562 -0.892681837 0.450687319 -0.0308435392 -0.999524176
174 0.00999999978 -0.0308435392 -0.999524176 -0.892681837 0.450687319 -0.0408367403 -0.999165773
175 0.00999999978 -0.0408367403 -0.999165773 -0.892681837 0.450687319 -0.0508258566 -0.998707473
176 0.00999999978 -0.0508258566 -0.998707473 -0.892681837 0.450687319 -0.0608098917 -0.998149335
177 0.00999999978 -0.0608098917 -0.998149335 -0.892681837 0.450687319 -0.070787847 -0.99749136
178 0.00999999978 -0.070787847 -0.99749136 -0.892681837 0.450687319 -0.0807587132 -0.996733546
179 0.00999999978 -0.0807587132 -0.996733546 -0.892681837 0.450687319 -0.0907215178 -0.995876253
180 0.00999999978 -0.0907215178 -0.995876253 -0.892681837 0.450687319 -0.10067524 -0.99491924
181 0.00999999978 -0.10067524 -0.99491924 -0.892681837 0.450687319 -0.110618912 -0.993862867
182 0.00999999978 -0.110618912 -0.993862867 -0.892681837 0.450687319 -0.120551512 -0.992707014
183 0.00999999978 -0.120551512 -0.992707014 -0.892681837 0.450687319 -0.130472049 -0.991451919
184 0.00999999978 -0.130472049 -0.991451919 -0.892681837 0.450687319 -0.140379548 -0.990097642
185 0.00999999978 -0.140379548 -0.990097642 -0.892681837 0.450687319 -0.150273025 -0.988644481
186 0.00999999978 -0.150273025 -0.988644481 -0.892681837 0.450687319 -0.160151467 -0.987092376
187 0.00999999978 -0.160151467 -0.987092376 -0.892681837 0.450687319 -0.170013875 -0.985441566
188 0.00999999978 -0.170013875 -0.985441566 -0.892681837 0.450687319 -0.179859295 -0.983692229
189 0.00999999978 -0.179859295 -0.983692229 -0.892681837 0.450687319 -0.189686731 -0.981844544
190 0.00999999978 -0.189686731 -0.981844544 -0.892681837 0.450687319 -0.199495196 -0.979898691
191 0.00999999978 -0.199495196 -0.979898691 -0.892681837 0.450687319 -0.209283724 -0.977854848
192 0.00999999978 -0.209283724 -0.977854848 -0.892681837 0.450687319 -0.219051346 -0.975713313
193 0.00999999978 -0.219051346 -0.975713313 -0.892681837 0.450687319 -0.228797033 -0.973474085
194 0.00999999978 -0.228797033 -0.973474085 -0.892681837 0.450687319 -0.238519832 -0.971137524
195 0.00999999978 -0.238519832 -0.971137524 -0.892681837 0.450687319 -0.24821879 -0.968703866
196 0.00999999978 -0.24821879 -0.968703866 -0.892681837 0.450687319 -0.257892966 -0.96617347
197 0.00999999978 -0.257892966 -0.96617347 -0.892681837 0.450687319 -0.267541289 -0.963546276
198 0.00999999978 -0.267541289 -0.963546276 -0.892681837 0.450687319 -0.27716288 -0.960822821
199 0.00999999978 -0.27716288 -0.960822821 -0.892681837 0.450687319 -0.286756784 -0.958003283
200 0.00999999978 -0.286756784 -0.958003283 -0.892681837 0.450687319 -0.296322018 -0.95508796
201 0.00999999978 -0.296322018 -0.95508796 -0.892681837 0.450687319 -0.305857629 -0.95207721
202 0.00999999978 -0.305857629 -0.95207721 -0.892681837 0.450687319 -0.315362632 -0.948971212
203 0.00999999978 -0.315362632 -0.948971212 -0.892681837 0.450687319 -0.324836075 -0.945770204
204 0.00999999978 -0.324836075 -0.945770204 -0.892681837 0.450687319 -0.334277064 -0.942474723
205 0.00999999978 -0.334277064 -0.942474723 -0.892681837 0.450687319 -0.343684614 -0.939085007
206 0.00999999978 -0.343684614 -0.939085007 -0.892681837 0.450687319 -0.353057861 -0.935601473
207 0.00999999978 -0.353057861 -0.935601473 -0.892681837 0.450687319 -0.362395734 -0.9320243
208 0.00999999978 -0.362395734 -0.9320243 -0.0828623325 -0.99656105 -0.353057832 -0.935601473
209 0.00999999978 -0.353057832 -0.935601473 -0.0828623325 -0.99656105 -0.343684614 -0.939085066
210 0.00999999978 -0.343684614 -0.939085066 -0.0828623325 -0.99656105 -0.334277034 -0.942474782
211 0.00999999978 -0.334277034 -0.942474782 -0.0828623325 -0.99656105 -0.324836075 -0.945770323
212 0.00999999978 -0.324836075 -0.945770323 -0.0828623325 -0.99656105 -0.315362602 -0.948971212
213 0.00999999978 -0.315362602 -0.948971212 -0.0828623325 -0.99656105 -0.305857599 -0.95207721
214 0.00999999978 -0.305857599 -0.95207721 -0.0828623325 -0.99656105 -0.296322018 -0.955088019
215 0.00999999978 -0.296322018 -0.955088019 -0.0828623325 -0.99656105 -0.286756814 -0.958003342
216 0.00999999978 -0.286756814 -0.958003342 -0.0828623325 -0.99656105 -0.27716291 -0.96082288
217 0.00999999978 -0.27716291 -0.96082288 -0.0828623325 -0.99656105 -0.267541289 -0.963546336
218 0.00999999978 -0.267541289 -0.963546336 -0.0828623325 -0.99656105 -0.257892936 -0.96617341
219 0.00999999978 -0.257892936 -0.96617341 -0.0828623325 -0.99656105 -0.24821879 -0.968703866
220 0.00999999978 -0.24821879 -0.968703866 -0.0828623325 -0.99656105 -0.238519847 -0.971137583
221 0.00999999978 -0.238519847 -0.971137583 -0.0828623325 -0.99656105 -0.228797033 -0.973474085
222 0.00999999978 -0.228797033 -0.973474085 -0.0828623325 -0.99656105 -0.219051346 -0.975713253
223 0.00999999978 -0.219051346 -0.975713253 -0.0828623325 -0.99656105 -0.209283754 -0.977854908
224 0.00999999978 -0.209283754 -0.977854908 -0.0828623325 -0.99656105 -0.199495226 -0.979898751
225 0.00999999978 -0.199495226 -0.979898751 -0.0828623325 -0.99656105 -0.189686745 -0.981844604
226 0.00999999978 -0.189686745 -0.981844604 -0.0828623325 -0.99656105 -0.179859295 -0.983692288
227 0.00999999978 -0.179859295 -0.983692288 -0.0828623325 -0.99656105 -0.17001386 -0.985441566
228 0.00999999978 -0.17001386 -0.985441566 -0.0828623325 -0.99656105 -0.160151437 -0.987092376
229 0.00999999978 -0.160151437 -0.987092376 -0.0828623325 -0.99656105 -0.15027301 -0.988644421
230 0.00999999978 -0.15027301 -0.988644421 -0.0828623325 -0.99656105 -0.140379548 -0.990097642
231 0.00999999978 -0.140379548 -0.990097642 -0.0828623325 -0.99656105 -0.130472049 -0.991451859
232 0.00999999978 -0.130472049 -0.991451859 -0.0828623325 -0.99656105 -0.120551504 -0.992706954
233 0.00999999978 -0.120551504 -0.992706954 -0.0828623325 -0.99656105 -0.110618912 -0.993862867
234 0.00999999978 -0.110618912 -0.993862867 -0.0828623325 -0.99656105 -0.100675255 -0.9949193
235 0.00999999978 -0.100675255 -0.9949193 -0.0828623325 -0.99656105 -0.0907215253 -0.995876253
236 0.00999999978 -0.0907215253 -0.995876253 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
237 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
238 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
239 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
240 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
241 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
242 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
243 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
244 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
245 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
246 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
247 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
248 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
249 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
250 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
251 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
252 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
253 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
254 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
255 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
256 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
257 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
258 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
259 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
260 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
261 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
262 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
263 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
264 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
265 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
266 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
267 0.00999999978 -0.0828623176 -0.996560872 -0.0828623325 -0.99656105 -0.0828623176 -0.996560872
268 0.00999999978 -0.0828623176 -0.996560872 0.726854622 0.686791301 -0.0728930756 -0.997339725
